LcmsUnit,UnitLongDesc,InstrLvl,Total
X310,P.S. 310 Marble Hill,1,16049824
X311,Lucero Elementary School,1,5232725.12
X314,Fairmont Neighborhood School,1,6716826.09
X333,P.S. 333 - The Museum School,1,10502930.49
X335,The Academy of the Arts,1,6331696.53
X340,P.S. 340,1,13357145.36
X344,Ampark Neighborhood,1,6503226.81
X357,Young Voices Academy of the Bronx,1,3609821.55
X359,Concourse Village Elementary School,1,7408645.59
X360,P.S. 360,1,10176479.32
X369,Young Leaders Elementary School,1,8007392.79
X382,"Elementary School for Math, Science, and Technology",1,6329744.1
X385,Performance School,1,6745261.94
X386,School for Environmental Citizenship,1,11709449.35
X392,Bronx Delta School,1,2204181.38
X396,P.S. 396,1,13713864.03
X443,The Family School,1,11255091.74
X449,Grant Avenue Elementary School,1,10072139.88
X457,Sheridan Academy for Young Leaders,1,12879026.71
X458,Samara Community School,1,1721352.11
X463,Urban Scholars Community School,1,8163953.06
X531,Archer Elementary School,1,11896985.52
X536,PS 536,1,8081397.17
X555,Mount Eden Children's Academy,1,5691570.84
X567,Linden Tree Elementary School,1,4108952.11
X691,Bronx Little School,1,8095347.58
K713,CBECC - Community Based Early Childhood Center,3,3818511.83
K714,CBECC - Community Based Early Childhood Center,3,3189583.61
K715,CBECC - Community Based Early Childhood Center,3,6778729.64
K716,CBECC - Community Based Early Childhood Center,3,646024.5
K717,CBECC - Community Based Early Childhood Center,3,9331284.48
K718,CBECC - Community Based Early Childhood Center,3,4785829.41
K719,CBECC - Community Based Early Childhood Center,3,5592714.78
K720,CBECC - Community Based Early Childhood Center,3,16817090.84
K72A,CBECC - Community Based Early Childhood Center,3,8375999.39
K72B,CBECC - Community Based Early Childhood Center,3,11923637.09
K72C,CBECC - Community Based Early Childhood Center,3,2180508.78
K732,CBECC - Community Based Early Childhood Center,3,2631063.66
M711,CBECC - Community Based Early Childhood Center,3,1807489.33
M712,CBECC - Community Based Early Childhood Center,3,6549454.82
M713,CBECC - Community Based Early Childhood Center,3,2513776.4
M714,CBECC - Community Based Early Childhood Center,3,1887499.48
M715,CBECC - Community Based Early Childhood Center,3,4358601.71
M716,CBECC - Community Based Early Childhood Center,3,5296806.95
Q724,CBECC - Community Based Early Childhood Center,3,19751753.09
Q726,CBECC - Community Based Early Childhood Center,3,9466991.93
Q727,CBECC - Community Based Early Childhood Center,3,10831770.63
Q728,CBECC - Community Based Early Childhood Center,3,16831581.29
Q729,CBECC - Community Based Early Childhood Center,3,13489599.06
Q72A,CBECC - Community Based Early Childhood Center,3,16637717.9
Q730,CBECC - Community Based Early Childhood Center,3,16509059.96
R731,CBECC - Community Based Early Childhood Center,3,20790415.44
X707,CBECC - Community Based Early Childhood Center,3,5265555.15
X708,CBECC - Community Based Early Childhood Center,3,6158074.31
X709,CBECC - Community Based Early Childhood Center,3,7397429.85
X710,CBECC - Community Based Early Childhood Center,3,15746117.42
X711,CBECC - Community Based Early Childhood Center,3,21761789.28
X712,CBECC - Community Based Early Childhood Center,3,3950020.32
